"","signature","repository","script","text-height","text-width","text-src","illustrations","date_min","date_max","leaf-height","leaf-width","leaf-src","number-lines","material","physical-type","country","region","columns"
"150","Cambridge, University Library, Ff. 3.11","Cambridge, University Library","cursive",NA,NA,NA,0,1440,1460,"330","240","current",34,"parchment","codex",NA,NA,1
"151","London, Westminster Abbey, 24","London, Westminster Abbey",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",", Private Collection, L' Aigle fragments",", Private Collection",NA,NA,NA,NA,0,1250,1300,NA,NA,NA,34,"parchment","fragment",NA,NA,2
"153","Princeton, Private Collection, Robert Taylor Coll. (Ireland Blackburn MS)","Princeton, Private Collection",NA,NA,NA,NA,0,1450,1475,NA,NA,NA,23,"parchment","codex","England","Hale",1
"154","Giessen, Universitätsbibliothek, 97","Giessen, Universitätsbibliothek","textualis",93,55,"original",0,1225,1250,"126","85","current",26,"parchment","codex","Germany","Schwaben",1
"155","Paris, Bibliothèque Nationale de France, fr. 24042","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Bologna, Biblioteca Comunale, Casini Cart. XVIII","Bologna, Biblioteca Comunale",NA,NA,NA,NA,0,1290,1310,NA,NA,NA,NA,"parchment","fragment",NA,NA,NA
"157","Modena, Archivio di Stato, fragments b 11, n. 14","Modena, Archivio di Stato",NA,NA,NA,NA,0,1300,1400,"325","230","current",38,NA,"fragment",NA,NA,2
"158","Paris, Bibliothèque Nationale de France, fr. 358-363 [358]","Paris, Bibliothèque Nationale de France","hybrida",NA,NA,NA,8,1460,1480,"380","275","current",31,"parchment","codex","Southern Netherlands","Bruges",2
"159","Reykjavik, Landsbókasafn Íslands, Lbs. 2316 4o","Reykjavik, Landsbókasafn Íslands",NA,NA,NA,NA,0,1840,1860,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Berleburg, Sayn-Wittgensteinsche Schlossbibliothek, RT 2/1 (former Litr. T. Nr. 437 )","Berleburg, Sayn-Wittgensteinsche Schlossbibliothek","cursive",NA,NA,NA,41,1479,1479,"287","215","current",NA,"paper","codex","Germany","Hessen",1
"161","Lankowitz, Franziskanerkloster,","Lankowitz, Franziskanerkloster",NA,NA,NA,NA,0,1300,1325,NA,NA,NA,NA,"parchment","fragment",NA,NA,NA
"162","Vienna, Österreichische Nationalbibliothek, Cod. Vind. 13070","Vienna, Österreichische Nationalbibliothek","textualis",210,141,"original",0,1235,1265,"260","180","original",42,"parchment","fragment","Germany","East-Frankisch",2
"163","Paris, Bibliothèque Nationale de France, fr. 98","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1425,1450,"486","326","current",59,"parchment","codex","France","Paris",2
"164","Oxford, Bodleian Library, Ashmole 802","Oxford, Bodleian Library",NA,NA,NA,NA,0,1550,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","Kopenhagen, Kongelige Bibliotek, Thott 423,2o","Kopenhagen, Kongelige Bibliotek",NA,NA,NA,NA,0,1475,1500,"295","211","current",NA,"paper","codex",NA,NA,NA
"166","Florence, Biblioteca Nazionale, Panciatichiano 33","Florence, Biblioteca Nazionale","textualis",215,135,"original",0,1300,1400,"290","193","current",31,"parchment","codex",NA,NA,1
"167","Venice, Biblioteca Marciana, fr. Z. XI (254)","Venice, Biblioteca Marciana","textualis",NA,NA,NA,21,1310,1320,"315","217","current",32,"parchment","codex","Italy","Genoa",2
"168","Paris, Bibliothèque Nationale de France, fr. 356-357 [356]","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,61,1425,1445,"435","315","current",52,NA,"codex","France","Paris",2
"169","Munich, Universitätsbibliothek, Cod. mon. sim. 195","Munich, Universitätsbibliothek",NA,185,120,"original",0,1275,1300,"235","165","original",38,"parchment","fragment","Germany","Bayern",2
"170","Bologna, Archivio di Stato, busta 1 bis, no. 12 [Fulvio Maggi, 1613-1614]","Bologna, Archivio di Stato",NA,NA,NA,NA,0,1275,1300,NA,NA,NA,NA,NA,"fragment","Italy","Genoa",NA
"171","Leiden, Universiteitsbibliotheek, ltk. 1752","Leiden, Universiteitsbibliotheek","textualis",290,195,"original",0,1325,1350,"390","270","original",52,"parchment","fragment","Southern Netherlands","West Flanders",2
"172","Amsterdam, Universiteitsbibliotheek, I A 24, q","Amsterdam, Universiteitsbibliotheek","textualis",235,185,"original",0,1275,1300,"313","264","current",43,"parchment","fragment",NA,NA,2
"173","Reykjavik, Landsbókasafn Íslands, ÍB 228, 4o","Reykjavik, Landsbókasafn Íslands",NA,NA,NA,NA,0,1700,1800,NA,NA,NA,NA,"paper","codex",NA,NA,NA
"174","Paris, Bibliothèque Nationale de France, fr. 103","Paris, Bibliothèque Nationale de France","hybrida",NA,NA,NA,1,1460,1480,"440","315","current",NA,"parchment","codex","France","Rouen",2
"175","Venice, Biblioteca Marciana, fr. XII (255)","Venice, Biblioteca Marciana","textualis",NA,NA,NA,93,1200,1300,"320","222","current",34,"parchment","codex",NA,NA,2
"176","Kopenhagen, Kongelige Bibliotek, Kall. 246 fol.","Kopenhagen, Kongelige Bibliotek",NA,NA,NA,NA,0,1750,1800,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"177","Cambridge, Trinity College, F.12.44","Cambridge, Trinity College","other",130,100,"original",0,1500,1550,"184","136","current",44,"paper","codex","Italy","Venice, North-Italy",1
"178","Los Angeles, Getty Museum, Ludwig XV 5","Los Angeles, Getty Museum",NA,NA,NA,NA,0,1320,1340,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Paris, Bibliothèque de l' Arsenal, 2996","Paris, Bibliothèque de l' Arsenal",NA,NA,NA,NA,0,1200,1300,"243","183","current",38,"parchment","codex",NA,NA,2
"180","Reykjavik, Landsbókasafn Íslands, Lbs 661, 4o","Reykjavik, Landsbókasafn Íslands",NA,NA,NA,NA,0,1843,1848,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"181","Aberystwyth, National Library of Wales, Peniarth 96","Aberystwyth, National Library of Wales",NA,NA,NA,NA,0,1565,1616,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","London, Quaritch Collection, ex-Quaritch","London, Quaritch Collection",NA,NA,NA,NA,3,1275,1300,"281","190","current",37,"parchment","codex",NA,NA,2
"183","Grenoble, Bibliothèque Municipale, 263","Grenoble, Bibliothèque Municipale",NA,NA,NA,NA,0,1298,1298,NA,NA,NA,NA,NA,NA,"Italy","Padua",NA
"184","Odense, Landsarkivet for Fyn, E I, 2, 4o","Odense, Landsarkivet for Fyn",NA,NA,NA,NA,0,1555,1559,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Giessen, Universitätsbibliothek, 93, 94","Giessen, Universitätsbibliothek",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"fragment",NA,NA,NA
"186","Paris, Bibliothèque Nationale de France, fr. 117 - 120 [fr. 120]","Paris, Bibliothèque Nationale de France","textualis",NA,NA,NA,0,1434,1434,NA,NA,NA,65,"parchment","codex","France","Paris",2
"187","Tübingen, Wilhelmsstift, fragm. in KH 1840, 4o","Tübingen, Wilhelmsstift","cursive",170,155,"original",0,1275,1300,"215","165","current",40,"parchment","fragment",NA,NA,1
"188","Namen, Archives de l'État, 59","Namen, Archives de l'État",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"fragment",NA,NA,NA
"189","Berlin, Staatsbibliothek, germ. fol. 923, 9","Berlin, Staatsbibliothek",NA,185,128,"original",0,1290,1310,"205","159","original",38,"parchment","fragment",NA,NA,2
"190","Paris, Bibliothèque de l' Arsenal, 3483-94 [3486]","Paris, Bibliothèque de l' Arsenal",NA,NA,NA,NA,0,1400,1500,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"191","Seitenstetten, Benediktinerstift, (4) + (5)","Seitenstetten, Benediktinerstift","textualis",240,160,"original",0,1300,1350,"320","250","current",34,"parchment","fragment",NA,NA,2
"192","Oxford, Bodleian Library, Ashmole 61 (6922)","Oxford, Bodleian Library","cursive",330,105,"original",0,1480,1500,"420","135","current",53,"paper","codex","England","North-East Midlands",1
"193","Dresden, Sächsische Landesbibliothek, M. 219 (formerly M. 119)","Dresden, Sächsische Landesbibliothek",NA,140,100,"original",1,1450,1500,NA,NA,NA,29,"paper","codex",NA,NA,1
"194","Turin, Accademia delle Scienze, doc. framm. C","Turin, Accademia delle Scienze",NA,NA,NA,NA,0,1340,1360,NA,NA,NA,NA,"parchment","fragment","Italy","Piedmont",2
"195","Vienna, Österreichische Nationalbibliothek, ser. nov. 339","Vienna, Österreichische Nationalbibliothek","textualis",150,110,"original",0,1250,1300,"170","130","current",40,"parchment","fragment","Germany","Erfurt region",2
"196","Paris, Bibliothèque Nationale de France, fr. 749","Paris, Bibliothèque Nationale de France","textualis",NA,NA,NA,126,1280,1300,NA,NA,NA,40,"parchment","codex","Southern Netherlands","Thérouanne",2
"197","Karlsruhe, Landesbibliothek, 69 (Ex-Donaueschingen)","Karlsruhe, Landesbibliothek",NA,150,95,"original",0,1200,1225,"188","125","current",25,"parchment","fragment",NA,NA,1
"198","London, British Library, Add. 59678","London, British Library","cursive",185,135,"original",0,1471,1483,"287","205","current",30,"paper","codex",NA,NA,1
"199","Dietfurt, Franziskanerkloster, -","Dietfurt, Franziskanerkloster",NA,185,125,"original",0,1340,1360,"260","182","current",40,"parchment","fragment",NA,NA,2
"200","Amsterdam, Universiteitsbibliotheek, I A 24, h (cat. no. 446)","Amsterdam, Universiteitsbibliotheek","textualis",227,170,"original",0,1225,1250,"243","187","current",42,"parchment","fragment","France","North-East France",3
"201","Pistoia, Archivio Capitolare, C 128","Pistoia, Archivio Capitolare",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"fragment",NA,NA,NA
"202","London, British Library, 6223","London, British Library","cursive",NA,NA,NA,0,1550,1570,"283","205","current",40,"paper","codex","England","London",1
"203","Stockholm, Kungliga Biblioteket, SKB Pap. fol. 27","Stockholm, Kungliga Biblioteket",NA,NA,NA,NA,0,1702,1702,NA,NA,NA,NA,"paper","codex",NA,NA,NA
"204","Florence, Biblioteca Nazionale, II.IV.163","Florence, Biblioteca Nazionale",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"205","New Haven, Beinecke Library, 481, no. 113","New Haven, Beinecke Library","textualis",135,90,"original",0,1220,1230,"155","103","current",32,"parchment","fragment",NA,NA,1
"206","Hannover, Niedersächsische Landesbibliothek, IV 489","Hannover, Niedersächsische Landesbibliothek","textualis",260,180,"original",0,1300,1400,"340","230","current",44,"parchment","codex","Germany","North-West Germany",2
"207","Paris, Bibliothèque Nationale de France, fr. 1433","Paris, Bibliothèque Nationale de France",NA,184,135,"original",15,1300,1330,"250","190","current",NA,"parchment","codex","Southern Netherlands","Tournai",2
"208","Maastricht, Regionaal Historisch Centrum Limburg, 18.A, nr. 543","Maastricht, Regionaal Historisch Centrum Limburg","textualis",185,140,"original",0,1250,1300,"76","76","current",34,"parchment","fragment","Southern Netherlands","Flanders/Hainout",2
"209","Paris, Bibliothèque Nationale de France, n.acq.fr. 7517","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"fragment",NA,NA,NA
"210","Cologne, Universitätsbibliothek, 5 P 62","Cologne, Universitätsbibliothek",NA,NA,NA,NA,0,1300,1350,"380","250","current",56,"parchment","fragment",NA,NA,2
"211","London, British Library, Add. 4857","London, British Library",NA,NA,NA,NA,0,1679,1680,NA,NA,NA,38,"paper","codex",NA,NA,1
"212","Paris, Bibliothèque Nationale de France, fr. 1628","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1200,1300,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"213","New York, Pierpont Morgan Library, 805 - 807 (ex Henry Yates Thompson) [807]","New York, Pierpont Morgan Library","hybrida",NA,NA,NA,2,1450,1500,"350","255","current",46,"parchment","codex","France","Amiens",2
"214","Florence, Biblioteca Riccardiana, Ricc. 2873","Florence, Biblioteca Riccardiana",NA,NA,NA,NA,0,1432,1432,NA,NA,NA,NA,"paper","codex","Italy","Florence",NA
"215","Stockholm, Kungliga Biblioteket, D 4a","Stockholm, Kungliga Biblioteket",NA,NA,NA,NA,0,1448,1448,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"216","Zürich, Staatsarchiv, Sammelmappe C VI/1, Mappe VI, 6b","Zürich, Staatsarchiv","textualis",260,170,"original",0,1275,1300,"340","235","current",46,"parchment","fragment","Germany","Zürich",3
"217","Paris, Bibliothèque Nationale de France, fr. 12582","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1290,1310,NA,NA,NA,NA,NA,"codex","France","Metz",NA
"218","Hamburg, Staats- und Universitätsbibliothek, Germ. 15, Fragm. 3 + 3a","Hamburg, Staats- und Universitätsbibliothek",NA,228,180,"original",0,1300,1325,"297","215","current",40,"parchment","fragment",NA,NA,2
"219","Lisbon, Torre do Tombo, Alcobaca 643","Lisbon, Torre do Tombo","cursive - hybrida",NA,NA,NA,0,1500,1600,"250","190","current",30,"paper","codex",NA,NA,1
"220","Berlin, Staatsbibliothek, germ. fol. 757, 23","Berlin, Staatsbibliothek","textualis",205,160,"original",0,1290,1310,"240","180","current",36,"parchment","fragment",NA,NA,2
"221","Munich, Universitätsbibliothek, Cod. Ms. 754","Munich, Universitätsbibliothek","textualis",250,180,"original",0,1350,1400,"305","230","current",39,"parchment","fragment",NA,NA,2
"222","St Petersburg, National Library, fr.F.v.xv.5","St Petersburg, National Library","textualis",230,175,"original",42,1300,1310,"292","220","current",40,"parchment","codex","France","Paris",2
"223","Bern, Bürgerbibliothek, 354","Bern, Bürgerbibliothek","textualis",150,105,"original",2,1225,1250,"240","165","current",30,"parchment","codex","France","East-France",2
"224","Uppsala, Universitetsbibliotek, De la Gardie 4-7","Uppsala, Universitetsbibliotek",NA,NA,NA,NA,0,1260,1280,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"225","Einsiedeln, Stiftsbibliothek, [lost]","Einsiedeln, Stiftsbibliothek",NA,NA,NA,NA,0,1350,1400,NA,NA,NA,39,"parchment","fragment",NA,NA,2
"226","Oxford, Bodleian Library, Rawlinson Q.b.6","Oxford, Bodleian Library","textualis",317,191,"original",212,1300,1310,"410","268","current",60,"parchment","codex","France","Paris",2
"227","Karlsruhe, Landesbibliothek, 140","Karlsruhe, Landesbibliothek",NA,NA,NA,NA,0,1400,1500,NA,NA,NA,NA,"paper","codex",NA,NA,2
"228","Paris, Bibliothèque Nationale de France, fr. 332","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1400,1500,"379","268","current",33,"paper","codex",NA,NA,2
"229","Vienna, Österreichische Nationalbibliothek, 2779","Vienna, Österreichische Nationalbibliothek","textualis",295,207,"original",0,1300,1325,"355","255","current",50,"parchment","fragment","Germany","Vienna",3
"230","Prague, Nationalni Knihovna, Sammlung Adolf Patera 1 H A 144","Prague, Nationalni Knihovna","textualis",215,130,"original",0,1300,1300,"225","155","original",42,"parchment","fragment",NA,NA,2
"231","Paris, Bibliothèque de l' Arsenal, 3479-3480 [3480]","Paris, Bibliothèque de l' Arsenal",NA,NA,NA,NA,0,1405,1405,"460","313","current",60,"parchment","codex","France","Paris",2
"232","Heidelberg, Universitätsbibliothek, Cpg 141","Heidelberg, Universitätsbibliothek","cursive",220,150,"original",0,1352,1370,"300","220","current",33,"paper","codex","Germany","South-West Germany",1
"233","Osnabrück, Staatsarchiv, Rep. 2 Nr. 20 III","Osnabrück, Staatsarchiv",NA,210,150,"original",0,1340,1360,"290","210","current",35,"parchment","fragment",NA,NA,2
"234","Freiburg, Bibliothèque Cantonale, L. 310","Freiburg, Bibliothèque Cantonale",NA,150,225,"original",0,1290,1310,"292","205","current",32,"parchment","codex",NA,NA,2
"235","Paris, Bibliothèque Ste Geneviève, [Meyer 1910]","Paris, Bibliothèque Ste Geneviève",NA,NA,NA,NA,0,1200,1300,NA,NA,NA,NA,NA,"fragment",NA,NA,NA
"236","Strassburg, ,","Strassburg,",NA,NA,NA,NA,0,1300,1325,"225","155","current",32,"parchment","fragment",NA,NA,2
"237","Paris, Bibliothèque Nationale de France, fr. 345 - 348 [347]","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1425,1475,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"238","Kopenhagen, Kongelige Bibliotek, Ny Kgl. saml. 815b 4o","Kopenhagen, Kongelige Bibliotek",NA,NA,NA,NA,0,1570,1590,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Paris, Bibliothèque Nationale de France, fr. 754","Paris, Bibliothèque Nationale de France","textualis",NA,NA,NA,27,1220,1240,"325","230","current",40,"parchment","codex","France","South-France",2
"240","Weimar, Staatsarchiv, Reg. V, 1","Weimar, Staatsarchiv",NA,310,113,"original",0,1300,1350,"435","330","current",36,"parchment","fragment",NA,NA,2
"241","Vatican, Biblioteca Angelica, 6428","Vatican, Biblioteca Angelica",NA,NA,NA,NA,0,1390,1410,NA,NA,NA,NA,NA,"codex","Spain","Castilla",NA
"242","Florence, Biblioteca Nazionale, nuovo acquisiti 1329, Maculatura 44","Florence, Biblioteca Nazionale",NA,NA,NA,NA,0,1300,1400,NA,NA,NA,NA,"parchment","fragment",NA,NA,2
"243","Oxford, Bodleian Library, Douce SS 454","Oxford, Bodleian Library",NA,NA,NA,NA,0,1365,1400,"160","240","current",NA,"parchment","fragment",NA,NA,2
"244","Leiden, Universiteitsbibliotheek, Ltk. 195","Leiden, Universiteitsbibliotheek","textualis",216,150,"original",1,1350,1350,"250","165","current",46,"parchment","codex",NA,NA,2
"245","Berlin, Staatsbibliothek, germ. quart. 284","Berlin, Staatsbibliothek","textualis",NA,NA,NA,1,1340,1360,"215","165","current",39,"parchment","codex","Germany","Niederrhein",2
"246","Vorau, Stiftsbibliothek, 118A","Vorau, Stiftsbibliothek",NA,130,75,"original",0,1240,1260,"157","108","current",29,"parchment","fragment",NA,NA,1
"247","Paris, Bibliothèque Nationale de France, fr. 1422-1424 [fr. 1422]","Paris, Bibliothèque Nationale de France","textualis",213,163,"original",1,1320,1340,"300","221","current",NA,"parchment","codex","Southern Netherlands","Tournai",2
"248","Kopenhagen, Kongelige Bibliotek, Thott 1512","Kopenhagen, Kongelige Bibliotek",NA,NA,NA,NA,0,1605,1625,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Paris, Bibliothèque de l' Arsenal, 2997","Paris, Bibliothèque de l' Arsenal",NA,NA,NA,NA,0,1301,1301,"255","170","current",42,"parchment","codex",NA,NA,2
"250","Kopenhagen, Kongelige Bibliotek, Ny kgl. saml. 3310, 4o","Kopenhagen, Kongelige Bibliotek",NA,NA,NA,NA,0,1800,1900,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"251","Fabriano, Biblioteca Comunale, B 375","Fabriano, Biblioteca Comunale",NA,NA,NA,NA,0,1300,1350,"325","225","current",51,"parchment","fragment",NA,NA,2
"252","Vatican, Biblioteca Apostolica Vaticana, Reg. lat. 1725","Vatican, Biblioteca Apostolica Vaticana","textualis",235,155,"original",0,1290,1310,"287","191","current",46,"parchment","codex","France","North-East France",2
"253","Paris, Bibliothèque de l' Institut de France, 6138","Paris, Bibliothèque de l' Institut de France","textualis",230,155,"original",0,1250,1275,"270","220","current",40,"parchment","fragment","France","West-France",2
"254","Heidelberg, Universitätsbibliothek, Cpg 345","Heidelberg, Universitätsbibliothek",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"paper","codex",NA,NA,NA
"255","Paris, Bibliothèque Nationale de France, fr. 16999","Paris, Bibliothèque Nationale de France","textualis",290,220,"original",0,1340,1360,"410","303","current",49,"parchment","codex","France","Paris",3
"256","Trento, Biblioteca Comunale, frm. in Inkunabel 430","Trento, Biblioteca Comunale","cursive",250,185,"original",0,1400,1425,"345","245","current",44,"parchment","fragment",NA,NA,2
"257","Geneva, Bodmer, 116","Geneva, Bodmer",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Nürnberg, Germanisches Nationalmuseum, 17439","Nürnberg, Germanisches Nationalmuseum",NA,NA,NA,NA,0,1300,1400,NA,NA,NA,NA,"parchment","fragment","Germany","Bayern",NA
"259","London, British Library, Royal 20 C VI","London, British Library","textualis",268,194,"original",2,1276,1281,"370","255","current",51,"parchment","codex","England","West-England",2
"260","Aberystwyth, National Library of Wales, 443-D","Aberystwyth, National Library of Wales",NA,NA,NA,NA,25,1520,1529,NA,NA,NA,NA,"paper","codex",NA,NA,1
"261","Loccum, Klosterbibliothek, - Loccumer Artusroman","Loccum, Klosterbibliothek",NA,90,80,"original",0,1290,1310,"150","100","original",16,"parchment","fragment",NA,NA,1
"262","Berlin, Staatsbibliothek, germ. fol. 923, 37","Berlin, Staatsbibliothek","textualis",NA,NA,NA,0,1300,1325,"330","240","current",42,"parchment","fragment","Germany","South-Bayern",NA
